time,latitude,longitude,depth,mag,place
2021-01-16T20:48:12.888Z,23.6359,93.5159,61.32,4.3,"48 km NE of Khawhai, India"
2021-01-13T19:15:33.854Z,24.8799,93.3739,10.0,4.2,"38 km ENE of Lakhipur, India"
2021-01-13T01:07:21.948Z,22.7983,94.6878,108.51,4.1,"89 km NNW of Monywa, Myanmar"
2021-01-11T14:02:03.048Z,33.3042,75.5872,10.0,5.1,"16 km W of Kishtw?r, India"
2021-01-11T13:59:49.235Z,28.028,87.7888,35.0,4.1,"92 km NE of Kh??db?ri??, Nepal"
2021-01-11T13:59:12.570Z,33.4274,75.7158,10.0,4.1,"13 km NNW of Kishtw?r, India"
2021-01-09T14:51:50.407Z,32.521,76.6552,22.64,4.5,"35 km W of Kyelang, India"
2021-01-08T23:17:13.343Z,5.1995,94.7194,61.29,4.2,"77 km WSW of Banda Aceh, Indonesia"
2021-01-07T01:27:31.280Z,6.3819,94.2415,78.43,5.0,"130 km WNW of Sabang, Indonesia"
2020-12-30T05:33:43.546Z,34.741,72.9466,10.0,5.0,"7 km NNW of Shingli Bala, Pakistan"
2020-12-27T14:29:31.526Z,34.6475,73.1544,10.0,4.2,"12 km ESE of Battagram, Pakistan"
2020-12-26T21:48:15.074Z,27.3034,96.9396,10.0,4.5,"93 km SSE of Hayuliang, India"
2020-12-26T14:19:09.417Z,16.0246,92.9758,10.0,4.5,"205 km WSW of Pathein, Myanmar"
2020-12-24T15:13:50.935Z,25.4629,96.6657,10.0,4.4,"74 km W of Myitkyina, Myanmar"
2020-12-24T12:47:17.072Z,25.6158,96.657,10.0,4.3,"67 km SSW of Sarupathar, India"
2020-12-24T08:09:48.075Z,25.6397,96.6534,10.0,4.8,"64 km SSW of Sarupathar, India"
2020-12-23T23:51:50.208Z,34.0702,98.2416,10.0,4.2,"Southern Qinghai, China"
2020-12-23T11:06:53.791Z,27.4003,97.0395,49.94,4.2,"89 km SSE of Hayuliang, India"
2020-12-19T06:22:47.064Z,22.0856,94.6654,112.46,4.1,"48 km W of Monywa, Myanmar"
2020-12-17T18:16:48.782Z,28.5188,77.2852,10.0,3.8,"5 km ENE of Deoli, India"
2020-12-12T04:14:10.866Z,23.0317,94.2086,76.92,4.2,"55 km ENE of Falam, Myanmar"
2020-12-10T16:56:47.765Z,26.1291,90.5453,10.0,4.3,"9 km WSW of Go?lp?ra, India"
2020-12-09T21:57:34.387Z,33.866,74.9266,10.0,4.2,"2 km ESE of Pulwama, India"
2020-12-09T08:17:09.184Z,7.681,94.058,58.64,4.5,"242 km NW of Sabang, Indonesia"
2020-12-08T05:14:35.415Z,22.2089,94.3877,90.82,5.1,"77 km W of Monywa, Myanmar"
2020-12-06T14:39:13.789Z,21.8358,93.4233,52.56,4.6,"85 km SSE of Saiha, India"
2020-12-06T13:35:41.171Z,12.619,93.2653,62.26,4.6,"117 km NNE of Bamboo Flat, India"
2020-12-04T20:09:42.385Z,5.1679,94.2446,39.26,4.4,"127 km WSW of Banda Aceh, Indonesia"
2020-12-03T03:50:58.767Z,4.5375,97.723,10.0,4.8,"28 km WNW of Langsa, Indonesia"
2020-12-01T15:44:15.348Z,33.7022,88.4267,10.0,4.0,western Xizang
2020-12-01T13:39:33.505Z,25.0149,99.3985,10.0,4.5,"103 km SW of Dali, China"
2020-11-28T23:47:33.748Z,5.3123,94.5032,64.82,4.9,"95 km WSW of Banda Aceh, Indonesia"
2020-11-27T23:37:50.417Z,33.713,88.5012,10.0,4.4,western Xizang
2020-11-26T02:00:31.329Z,10.1668,93.6071,10.0,4.3,"190 km SSE of Port Blair, India"
2020-11-26T01:15:32.643Z,33.7398,88.5572,10.0,4.2,western Xizang
2020-11-24T04:15:53.068Z,35.5509,91.3127,10.0,4.1,"Southern Qinghai, China"
2020-11-23T13:41:45.202Z,28.5808,87.2271,10.0,4.4,"80 km NNE of Lobujya, Nepal"
2020-11-23T13:36:04.648Z,27.5457,87.0358,27.68,4.5,"25 km NW of Kh??db?ri??, Nepal"
2020-11-22T03:29:20.994Z,26.2945,94.7728,60.63,4.3,"5 km WNW of Tuensang, India"
2020-11-22T00:00:40.464Z,14.0029,92.5614,10.0,4.3,"255 km N of Bamboo Flat, India"
2020-11-21T21:49:21.520Z,30.1884,88.1002,10.0,4.5,"128 km NW of Rikaze, China"
2020-11-21T20:15:03.902Z,22.1407,79.6342,10.0,4.3,"10 km NE of Seoni, India"
2020-11-21T04:49:33.478Z,24.9595,94.9967,10.0,4.5,"92 km SSE of Phek, India"
2020-11-17T13:12:51.222Z,7.7441,93.9314,51.17,4.7,"255 km NW of Sabang, Indonesia"
2020-11-17T03:28:22.737Z,13.7389,92.4013,10.0,4.3,"228 km N of Bamboo Flat, India"
2020-11-14T08:50:26.186Z,23.6092,94.6188,103.66,5.0,"22 km E of Mawlaik, Myanmar"
2020-11-14T02:56:55.620Z,30.3659,67.435,12.04,5.5,"16 km SSW of Alik Ghund, Pakistan"
2020-11-13T18:33:07.130Z,5.7913,95.5619,10.0,5.1,"29 km ESE of Sabang, Indonesia"
2020-11-12T02:06:11.667Z,35.4779,70.9652,105.1,4.0,"7 km NNE of P?r?n, Afghanistan"
2020-11-10T04:45:39.687Z,22.7939,94.4538,104.48,4.5,"80 km E of Falam, Myanmar"
2020-11-08T21:44:14.394Z,27.7299,87.7713,10.0,4.1,"68 km NE of Kh??db?ri??, Nepal"
2020-11-08T13:26:25.069Z,33.4944,75.735,10.0,4.4,eastern Kashmir
2020-11-08T09:32:42.842Z,24.2021,94.1977,65.34,4.3,"39 km SE of Kakching, India"
2020-11-08T09:12:23.801Z,28.6287,96.3987,10.0,4.3,"63 km NNW of Hayuliang, India"
2020-11-07T10:09:22.561Z,21.5017,73.219,10.0,3.9,"27 km E of Kosamba, India"
2020-11-07T06:19:11.529Z,13.9453,92.9836,10.0,4.5,"250 km N of Bamboo Flat, India"
2020-11-06T22:59:17.399Z,33.5339,75.7388,10.0,4.6,"24 km N of Kishtw?r, India"
2020-11-06T03:06:45.517Z,25.1948,96.4551,10.0,4.3,Myanmar
2020-11-02T19:43:17.105Z,25.7773,91.1728,10.0,4.5,"30 km NNW of Nongstoin, India"
2020-10-31T18:43:10.118Z,31.703,93.4001,10.0,4.2,"129 km E of Nagqu, China"
2020-10-31T16:59:40.590Z,34.1948,78.1585,10.0,4.5,"53 km E of Leh, India"
2020-10-28T18:34:26.731Z,29.4069,80.8988,10.0,4.2,"16 km NNW of Dipayal, Nepal"
2020-10-26T14:16:57.919Z,30.4031,69.5683,10.0,4.4,"56 km N of Barkhan, Pakistan"
2020-10-24T12:10:55.386Z,35.2459,71.9924,68.28,4.4,"11 km ENE of Upper Dir, Pakistan"
2020-10-24T03:21:04.311Z,23.1224,92.2965,44.64,4.4,"33 km E of Khagrachhari, Bangladesh"
2020-10-21T13:12:37.754Z,33.384,90.2627,10.0,4.8,"270 km NW of Nagqu, China"
2020-10-20T19:55:49.959Z,27.2257,96.1444,57.98,4.0,"47 km E of Margherita, India"
2020-10-17T16:19:48.308Z,32.022,69.074,45.61,4.3,"56 km WSW of Wana, Pakistan"
2020-10-16T20:32:32.922Z,33.3981,90.0814,10.0,4.2,"282 km NW of Nagqu, China"
2020-10-16T08:13:29.666Z,29.5811,67.543,10.0,4.3,"15 km NW of Dadhar, Pakistan"
2020-10-14T23:39:01.108Z,12.1851,95.7845,10.0,4.3,"Andaman Islands, India region"
2020-10-13T01:36:21.205Z,23.1644,94.1126,71.72,4.5,"52 km ENE of Falam, Myanmar"
2020-10-11T11:09:24.305Z,4.5136,96.6797,154.36,4.7,"73 km ENE of Meulaboh, Indonesia"
2020-10-11T06:02:51.900Z,30.2312,70.0859,10.0,4.2,"57 km WNW of Dera Ghazi Khan, Pakistan"
2020-10-10T20:22:27.940Z,4.7367,95.6557,89.03,4.5,"79 km SSW of Sigli, Indonesia"
2020-10-10T17:38:00.765Z,24.6661,93.4997,53.0,5.5,"33 km WNW of Moir?ng, India"
2020-10-08T03:52:10.644Z,35.0808,75.4717,51.43,4.1,"28 km SSW of Skardu, Pakistan"
2020-10-07T16:18:08.290Z,32.3518,80.5666,10.0,4.4,"220 km NNE of Josh?math, India"
2020-10-07T13:03:15.556Z,30.0793,96.1336,10.0,4.2,Eastern Xizang
2020-10-06T22:02:54.378Z,25.643,94.7776,61.51,4.6,"27 km E of Phek, India"
2020-10-06T06:13:39.363Z,34.0992,79.1272,10.0,4.7,"142 km E of Leh, India"
2020-10-05T23:43:20.846Z,34.1788,79.2141,10.0,5.0,"150 km E of Leh, India"
2020-10-05T12:08:40.009Z,23.5477,94.4335,74.11,4.1,"10 km SSE of Mawlaik, Myanmar"
2020-10-04T16:00:02.846Z,20.6448,94.4032,78.19,4.3,"51 km WSW of Chauk, Myanmar"
2020-10-03T15:36:17.754Z,26.2024,91.3108,44.3,4.2,"21 km WSW of H?jo, India"
2020-09-30T13:44:06.357Z,12.2219,93.7095,75.77,4.4,"121 km ENE of Port Blair, India"
2020-09-29T11:17:27.876Z,35.0666,69.0404,35.0,4.1,"13 km WNW of Charikar, Afghanistan"
2020-09-28T05:12:34.992Z,33.229,75.8586,10.0,4.6,"12 km SE of Kishtw?r, India"
2020-09-27T17:27:42.182Z,34.1448,78.1519,10.0,5.0,"52 km E of Leh, India"
2020-09-26T06:32:00.651Z,34.7214,74.4055,10.0,4.6,"40 km NNW of Bandipura, India"
2020-09-26T04:04:46.848Z,35.9861,69.6564,112.61,4.5,"47 km E of Nahr?n, Afghanistan"
2020-09-25T18:14:35.455Z,34.0161,78.1669,10.0,3.8,"56 km ESE of Leh, India"
2020-09-25T10:57:13.221Z,34.2487,78.2058,10.0,5.3,"58 km E of Leh, India"
2020-09-24T09:34:06.486Z,5.2464,96.6839,218.55,4.1,"5 km NNW of Bireun, Indonesia"
2020-09-23T03:51:05.282Z,33.2201,85.308,10.0,4.2,western Xizang
2020-09-22T16:10:29.177Z,34.0837,74.7947,10.0,4.4,"1 km WSW of Srinagar, India"
2020-09-22T10:43:16.291Z,7.3774,94.5426,10.0,4.4,"185 km NNW of Sabang, Indonesia"
2020-09-22T03:46:51.500Z,35.7041,77.8313,62.17,4.1,"127 km NE of Thang, India"
2020-09-21T19:58:34.584Z,26.2803,91.3167,39.62,4.4,"21 km W of H?jo, India"
2020-09-20T01:59:05.610Z,22.9861,93.7677,53.56,5.1,"12 km NE of Falam, Myanmar"
2020-09-19T04:50:22.414Z,4.9746,96.4066,10.0,4.5,"30 km SSE of Reuleuet, Indonesia"
2020-09-18T17:53:39.631Z,23.3836,94.5477,90.39,4.4,"32 km SSE of Mawlaik, Myanmar"
2020-09-18T10:15:20.553Z,5.2039,94.7511,76.44,4.5,"74 km WSW of Banda Aceh, Indonesia"
2020-09-17T16:42:36.178Z,29.7909,68.311,24.34,4.8,"47 km SSW of Duki, Pakistan"
2020-09-17T06:11:35.973Z,35.6868,94.5784,10.0,4.8,"Southern Qinghai, China"
2020-09-15T23:34:03.386Z,27.8464,85.8765,10.0,5.3,"14 km SSW of Kod?ri??, Nepal"
2020-09-15T04:38:11.827Z,31.7318,93.4619,10.0,4.6,"136 km ENE of Nagqu, China"
2020-09-11T03:45:52.880Z,27.2464,87.7715,10.0,4.4,"40 km NNW of Il?m, Nepal"
2020-09-10T20:23:33.551Z,33.076,73.6571,10.0,4.3,"11 km SW of New Mirpur, Pakistan"
2020-09-10T16:54:55.134Z,23.9905,94.8835,127.25,4.3,"62 km NE of Mawlaik, Myanmar"
2020-09-07T21:37:50.432Z,13.1472,93.1904,41.16,4.7,"168 km NNE of Bamboo Flat, India"
2020-09-06T21:45:00.558Z,33.3127,85.2675,10.0,4.1,western Xizang
2020-09-06T11:36:45.677Z,14.0641,93.0643,10.0,4.1,"264 km N of Bamboo Flat, India"
2020-09-06T01:59:16.921Z,31.6455,93.406,26.87,4.4,Eastern Xizang
2020-09-01T16:38:50.557Z,31.6784,93.347,10.0,4.4,"124 km E of Nagqu, China"
2020-09-01T06:39:06.264Z,22.278,95.016,76.13,4.3,"22 km NNW of Monywa, Myanmar"
2020-08-31T21:09:33.636Z,24.8788,95.2425,123.46,4.9,"114 km SE of Phek, India"
2020-08-30T16:10:06.882Z,6.8607,92.0497,10.0,4.0,"Nicobar Islands, India region"
2020-08-30T05:44:51.450Z,33.9671,69.4762,10.0,4.0,"27 km SW of ?uk?mat? Azrah, Afghanistan"
2020-08-30T01:47:38.842Z,23.41,92.0138,37.66,4.9,"33 km N of Khagrachhari, Bangladesh"
2020-08-28T07:58:49.503Z,33.2812,72.6123,10.0,4.5,"32 km E of Pindi Gheb, Pakistan"
2020-08-27T15:50:10.966Z,18.2351,95.1077,33.21,4.3,"23 km WSW of Myanaung, Myanmar"
2020-08-27T13:17:20.608Z,23.0656,93.2324,10.0,4.5,"18 km ESE of North Vanlaiphai, India"
2020-08-27T12:07:15.628Z,23.1636,93.3258,10.0,5.3,"26 km E of North Vanlaiphai, India"
2020-08-26T02:24:03.662Z,23.965,88.4834,10.0,4.0,"13 km W of Kar?mpur, India"
2020-08-26T00:48:50.563Z,35.6366,82.3729,10.0,4.5,"272 km SE of Hotan, China"
2020-08-25T15:24:34.342Z,29.556,80.9299,10.0,4.3,"32 km N of Dipayal, Nepal"
2020-08-24T13:05:49.672Z,25.2722,97.6027,10.0,4.3,"24 km ESE of Myitkyina, Myanmar"
2020-08-23T17:07:43.232Z,30.3934,87.5035,10.0,4.5,"183 km NW of Rikaze, China"
2020-08-23T13:18:15.229Z,26.0998,95.5832,86.9,4.6,"78 km ESE of Tuensang, India"
2020-08-22T22:56:36.497Z,22.5997,94.5465,102.78,4.2,"81 km NW of Monywa, Myanmar"
2020-08-20T13:53:52.144Z,4.8884,96.0874,10.0,4.4,"42 km SSW of Reuleuet, Indonesia"
2020-08-19T20:53:04.563Z,9.5672,93.3607,71.13,4.9,"241 km SSE of Port Blair, India"
2020-08-17T16:31:52.303Z,30.3829,94.7798,10.0,4.8,"209 km N of Shi Yomi, India"
2020-08-17T11:23:40.558Z,32.9399,86.6267,10.0,4.8,western Xizang
2020-08-16T16:40:40.467Z,30.3546,94.8125,10.0,4.8,"206 km NNE of Shi Yomi, India"
2020-08-14T12:58:40.661Z,30.3765,94.826,10.0,4.8,"209 km NNE of Shi Yomi, India"
2020-08-14T01:08:08.090Z,23.1226,93.2923,10.0,4.2,"23 km E of North Vanlaiphai, India"
2020-08-13T05:22:46.641Z,30.3141,94.7804,10.0,4.4,"201 km NNE of Shi Yomi, India"
2020-08-13T04:27:59.201Z,30.4144,94.7198,10.0,4.9,"211 km N of Shi Yomi, India"
2020-08-12T15:58:08.257Z,29.8985,95.1615,10.0,4.8,"169 km NNE of Shi Yomi, India"
2020-08-11T22:48:31.686Z,30.388,94.8111,10.0,4.1,"210 km NNE of Shi Yomi, India"
2020-08-11T21:27:28.697Z,30.3255,94.7921,10.0,4.4,"203 km NNE of Shi Yomi, India"
2020-08-11T18:14:16.424Z,30.3544,94.742,10.0,4.9,"205 km N of Shi Yomi, India"
2020-08-11T14:48:44.768Z,7.3494,93.3176,40.31,4.3,"273 km NW of Sabang, Indonesia"
2020-08-11T13:57:53.226Z,24.2129,93.9507,59.16,4.3,"31 km ESE of Chur?ch?ndpur, India"
2020-08-09T17:13:33.298Z,30.4464,94.9345,10.0,4.9,"219 km NNE of Shi Yomi, India"
2020-08-09T08:50:13.554Z,30.3605,94.7737,10.0,4.8,"206 km N of Shi Yomi, India"
2020-08-08T08:44:00.894Z,30.4109,94.7817,10.0,4.9,"212 km N of Shi Yomi, India"
2020-08-07T17:36:20.411Z,24.5305,94.8553,103.06,4.3,"80 km E of W?ngjing, India"
2020-08-06T22:27:54.218Z,31.1693,84.1935,10.0,4.1,"227 km NNW of Saga, China"
2020-08-05T11:18:49.616Z,31.9185,90.3738,10.0,4.0,"166 km WNW of Nagqu, China"
2020-08-04T02:59:45.849Z,33.0351,86.8848,10.0,4.6,western Xizang
2020-08-01T06:31:40.399Z,35.3465,69.604,10.0,4.5,"8 km ENE of B?z?rak, Afghanistan"
2020-08-01T05:33:55.492Z,34.4822,81.8958,10.0,4.1,western Xizang
2020-07-31T18:58:48.847Z,30.3574,94.7728,10.0,4.2,"206 km N of Shi Yomi, India"
2020-07-31T17:55:33.530Z,31.968,93.5326,10.0,4.2,"150 km ENE of Nagqu, China"
2020-07-31T16:45:09.922Z,30.4288,94.841,10.0,4.9,"215 km NNE of Shi Yomi, India"
2020-07-31T11:20:10.217Z,33.0674,86.7387,10.0,4.7,western Xizang
2020-07-31T06:10:06.917Z,30.3418,95.04,10.0,4.3,"210 km NNE of Shi Yomi, India"
2020-07-30T19:28:38.976Z,24.9912,99.2531,10.0,4.3,"116 km SW of Dali, China"
2020-07-30T18:38:38.999Z,30.386,94.7527,10.0,4.8,"208 km N of Shi Yomi, India"
2020-07-30T13:35:44.774Z,29.8667,95.1399,10.0,4.1,"165 km NNE of Shi Yomi, India"
2020-07-29T20:54:26.858Z,28.4107,88.3259,10.0,4.1,"101 km N of Mangan, India"
2020-07-29T17:27:54.128Z,30.3366,94.7909,10.0,4.9,"204 km NNE of Shi Yomi, India"
2020-07-29T11:07:12.675Z,30.3811,94.7738,10.0,4.8,"208 km N of Shi Yomi, India"
2020-07-28T14:38:49.984Z,23.2575,93.3418,10.0,4.8,"25 km ESE of Khawhai, India"
2020-07-28T14:38:18.583Z,33.2057,86.8606,10.0,4.3,western Xizang
2020-07-28T03:32:49.179Z,30.3956,94.7098,10.0,4.8,"209 km N of Shi Yomi, India"
2020-07-27T05:50:20.443Z,30.4061,94.8218,10.0,4.9,"212 km NNE of Shi Yomi, India"
2020-07-26T09:58:58.149Z,30.389,94.806,10.0,4.7,"210 km NNE of Shi Yomi, India"
2020-07-25T15:58:37.391Z,30.3757,94.8368,10.0,4.8,"209 km NNE of Shi Yomi, India"
2020-07-24T19:46:04.694Z,30.4782,87.4178,10.0,4.3,"196 km NW of Rikaze, China"
2020-07-24T13:34:24.853Z,30.3884,94.8313,10.0,4.9,"210 km NNE of Shi Yomi, India"
2020-07-24T10:39:16.194Z,35.5442,69.1392,112.9,4.2,"42 km NW of B?z?rak, Afghanistan"
2020-07-24T05:45:56.764Z,23.069,93.3699,10.0,4.1,"31 km ESE of North Vanlaiphai, India"
2020-07-24T03:39:40.607Z,33.1468,86.8128,10.0,4.4,western Xizang
2020-07-23T10:50:09.085Z,33.1508,86.8235,10.0,5.1,western Xizang
2020-07-23T06:48:41.845Z,33.2056,87.0518,10.0,4.2,western Xizang
2020-07-23T01:04:25.796Z,32.9435,86.6104,10.0,4.3,western Xizang
2020-07-23T00:47:43.907Z,30.3844,94.7159,10.0,4.9,"208 km N of Shi Yomi, India"
2020-07-22T22:28:33.320Z,33.187,86.7446,10.0,4.5,western Xizang
2020-07-22T20:20:05.364Z,33.1501,86.8946,10.0,4.4,western Xizang
2020-07-22T20:17:55.276Z,33.1168,86.7663,10.0,4.3,western Xizang
2020-07-22T20:14:44.728Z,33.2088,86.773,10.0,5.0,western Xizang
2020-07-22T20:13:48.618Z,33.1896,86.8557,10.0,4.2,western Xizang
2020-07-22T20:07:19.194Z,33.1438,86.8637,10.0,6.3,western Xizang
2020-07-22T14:32:46.445Z,34.1959,90.7802,10.0,4.4,"Southern Qinghai, China"
2020-07-22T01:02:22.347Z,30.3195,94.717,10.0,4.1,"201 km N of Shi Yomi, India"
2020-07-21T13:26:18.351Z,30.404,94.7716,10.0,4.5,"211 km N of Shi Yomi, India"
2020-07-21T06:18:48.950Z,30.4304,94.8312,10.0,4.9,"215 km NNE of Shi Yomi, India"
2020-07-21T02:15:19.576Z,30.1907,94.7613,10.0,4.4,"187 km NNE of Shi Yomi, India"
2020-07-21T01:33:52.896Z,35.5573,82.5463,10.0,4.2,"290 km SE of Hotan, China"
2020-07-21T01:17:08.217Z,30.4135,94.779,10.0,4.0,"212 km N of Shi Yomi, India"
2020-07-20T22:52:49.020Z,12.1567,94.9118,10.0,4.5,"242 km ENE of Port Blair, India"
2020-07-20T19:21:39.541Z,30.4051,94.862,10.0,4.9,"213 km NNE of Shi Yomi, India"
2020-07-20T15:19:53.864Z,30.3816,95.0064,10.0,4.0,"214 km NNE of Shi Yomi, India"
2020-07-20T05:01:42.659Z,29.3621,68.8105,10.0,4.1,"49 km NW of Dera Bugti, Pakistan"
2020-07-20T00:36:48.338Z,30.6463,94.8878,10.0,4.2,"225 km WSW of Qamdo, China"
2020-07-19T23:36:38.799Z,30.4109,94.8431,10.0,4.9,"213 km NNE of Shi Yomi, India"
2020-07-19T10:15:47.711Z,30.412,94.8613,10.0,5.0,"213 km NNE of Shi Yomi, India"
2020-07-18T21:14:47.316Z,35.3767,70.7366,82.48,4.6,"17 km WSW of P?r?n, Afghanistan"
2020-07-18T18:38:20.596Z,21.7851,97.0208,11.66,4.5,"64 km ESE of Pyin Oo Lwin, Myanmar"
2020-07-17T22:55:38.710Z,24.6057,92.3782,39.89,4.3,"20 km WSW of Hail?k?ndi, India"
2020-07-17T18:32:58.716Z,12.0979,94.9745,5.07,5.7,"247 km E of Port Blair, India"
2020-07-17T17:55:01.075Z,35.6354,82.4634,10.0,4.1,"279 km SE of Hotan, China"
2020-07-17T17:45:24.045Z,12.0447,95.1004,10.0,4.8,"259 km E of Port Blair, India"
2020-07-17T16:33:53.474Z,23.1162,93.3092,10.0,5.1,"25 km E of North Vanlaiphai, India"
2020-07-17T14:43:17.244Z,11.8485,94.8316,10.0,5.0,"228 km E of Port Blair, India"
2020-07-17T14:03:40.437Z,11.8485,94.9362,10.0,6.1,"239 km E of Port Blair, India"
2020-07-17T13:29:04.589Z,11.8395,94.9771,10.0,5.1,"243 km E of Port Blair, India"
2020-07-17T10:26:38.892Z,23.1172,93.3785,10.0,4.4,"32 km E of North Vanlaiphai, India"
2020-07-17T05:37:17.788Z,11.8654,95.0388,10.0,4.6,"250 km E of Port Blair, India"
2020-07-17T05:01:13.351Z,11.6984,95.0094,10.0,4.8,"246 km E of Port Blair, India"
2020-07-16T02:27:38.675Z,24.6068,92.3957,39.62,4.4,"18 km WSW of Hail?k?ndi, India"
2020-07-16T02:10:29.094Z,22.2558,70.9928,10.0,4.1,"20 km E of R?jkot, India"
2020-07-16T01:21:55.852Z,24.606,94.8877,30.68,4.4,"83 km E of W?ngjing, India"
2020-07-14T09:27:11.984Z,23.3677,94.3314,85.31,4.2,"31 km SSW of Mawlaik, Myanmar"
2020-07-13T17:34:01.030Z,25.1767,99.5735,10.0,4.0,"78 km SW of Dali, China"
2020-07-13T00:58:46.324Z,5.1698,94.2237,35.0,5.0,"129 km WSW of Banda Aceh, Indonesia"
2020-07-12T22:10:44.993Z,35.7606,82.3961,10.0,4.1,"266 km SE of Hotan, China"
2020-07-12T21:06:47.720Z,14.3503,92.992,10.0,4.6,"294 km N of Bamboo Flat, India"
2020-07-12T19:34:50.955Z,8.8774,93.9083,10.0,4.4,"Nicobar Islands, India region"
2020-07-10T04:26:55.988Z,30.3993,95.0824,10.0,4.1,"216 km WSW of Qamdo, China"
2020-07-09T08:58:12.692Z,23.0831,93.3665,10.0,4.6,"31 km E of North Vanlaiphai, India"
2020-07-07T23:49:28.057Z,12.9785,92.4828,10.0,4.6,"143 km N of Bamboo Flat, India"
2020-07-07T20:42:19.337Z,33.042,73.6132,10.0,4.5,"16 km NW of Jhelum, Pakistan"
2020-07-06T19:24:27.542Z,33.0557,73.6156,10.0,4.1,"16 km SW of New Mirpur, Pakistan"
2020-07-06T16:06:23.560Z,34.5903,69.0436,9.82,4.4,"8 km E of Paghm?n, Afghanistan"
2020-07-05T11:56:34.519Z,23.1732,93.2967,10.0,4.8,"24 km E of North Vanlaiphai, India"
2020-07-04T12:12:11.152Z,35.6726,82.4308,10.0,4.6,"274 km SE of Hotan, China"
2020-07-03T13:30:49.114Z,28.142,76.5366,30.38,4.3,"9 km NNW of B?wal, India"
2020-07-03T09:05:43.564Z,23.2815,93.3716,10.0,4.6,"27 km ESE of Khawhai, India"
2020-07-02T07:40:37.191Z,32.998,75.9509,10.0,4.6,"21 km E of Bhadarw?h, India"
2020-06-30T18:02:28.856Z,33.1193,75.8744,43.89,4.7,"21 km NE of Bhadarw?h, India"
2020-06-30T03:26:58.130Z,33.195,75.926,46.75,4.2,"19 km SE of Kishtw?r, India"
2020-06-28T05:54:36.251Z,24.6766,94.5933,57.96,4.4,"54 km E of W?ngjing, India"
2020-06-28T03:26:21.339Z,12.9095,92.6873,10.0,4.2,"133 km N of Bamboo Flat, India"
2020-06-27T07:02:06.758Z,35.7378,82.4574,10.0,4.3,"272 km SE of Hotan, China"
2020-06-26T16:05:45.280Z,20.8724,94.2917,82.2,4.5,"54 km W of Chauk, Myanmar"
2020-06-26T01:30:58.799Z,35.5546,82.3801,10.0,4.7,"279 km SE of Hotan, China"
2020-06-25T23:07:53.127Z,35.7015,82.4897,10.0,4.3,"277 km SE of Hotan, China"
2020-06-25T22:51:44.316Z,35.6096,82.4316,10.0,4.3,"278 km SE of Hotan, China"
2020-06-25T21:17:04.425Z,35.6685,82.4472,10.0,5.0,"276 km SE of Hotan, China"
2020-06-25T21:14:36.585Z,35.6634,82.4342,10.0,4.5,"275 km SE of Hotan, China"
2020-06-25T21:05:18.140Z,35.5948,82.4158,10.0,6.3,"278 km SE of Hotan, China"
2020-06-25T20:29:39.466Z,35.6587,82.4619,10.0,4.9,"277 km SE of Hotan, China"
2020-06-24T22:28:28.408Z,15.1779,96.2038,10.0,4.3,"134 km SSE of Pyapon, Myanmar"
2020-06-24T19:44:43.473Z,23.1939,93.2827,4.24,4.8,"23 km ENE of North Vanlaiphai, India"
2020-06-24T13:49:23.892Z,33.4991,71.4493,10.0,4.3,"9 km S of Kohat, Pakistan"
2020-06-24T02:32:33.683Z,23.206,93.2628,4.58,4.5,"21 km ENE of North Vanlaiphai, India"
2020-06-23T13:47:32.941Z,23.9312,93.0128,10.0,3.6,"12 km SE of Darlawn, India"
2020-06-21T22:40:52.633Z,23.1449,93.2856,10.84,5.6,"22 km E of North Vanlaiphai, India"
2020-06-21T10:46:25.514Z,23.9075,93.1135,41.6,4.9,"22 km ESE of Darlawn, India"
2020-06-21T10:10:13.665Z,21.9396,94.9061,122.4,4.2,"30 km SW of Monywa, Myanmar"
2020-06-21T09:40:07.498Z,33.0765,98.8825,10.0,4.1,"269 km NE of Qamdo, China"
2020-06-18T13:59:20.228Z,22.4515,94.43,87.37,4.8,"82 km WNW of Monywa, Myanmar"
2020-06-18T10:56:55.720Z,5.7719,95.2875,10.0,4.5,"13 km SSW of Sabang, Indonesia"
2020-06-18T04:14:46.000Z,36.0132,71.054,111.47,4.3,"66 km N of P?r?n, Afghanistan"
2020-06-18T02:02:17.568Z,6.4533,92.6936,10.0,4.9,"296 km WNW of Sabang, Indonesia"
2020-06-16T11:15:51.620Z,18.954,94.3005,35.0,4.8,"98 km W of Pyay, Myanmar"
2020-06-15T07:27:35.084Z,22.9861,70.2272,10.0,3.8,"5 km SSE of K?ndla, India"
2020-06-14T14:43:08.390Z,23.3821,70.3548,10.0,5.1,"9 km N of Bhach?u, India"
2020-06-14T05:35:31.831Z,23.2948,93.7812,62.31,4.8,"43 km NNE of Falam, Myanmar"
2020-06-14T02:39:43.149Z,26.6545,97.0594,10.0,4.8,"55 km NNE of Sarupathar, India"
2020-06-12T23:32:35.370Z,32.8562,73.7592,10.0,4.1,"5 km S of Sarai Alamgir, Pakistan"
2020-06-11T10:48:34.653Z,10.2409,93.6808,10.0,4.6,"187 km SSE of Port Blair, India"
2020-06-09T20:47:32.885Z,14.151,91.6101,10.0,4.6,"296 km NNW of Bamboo Flat, India"
2020-06-08T12:21:20.957Z,22.7767,94.6,100.69,4.2,"92 km NW of Monywa, Myanmar"
